dt,new_member_payment,old_member_payment,repurchase_member_cnt,repurchase_payment,new_members,new_purchasers,consume_member_cnt,arpu,arpu_ratio
2026/5/13,17874.969769955,52551.829902858,443,28045.649962932,8913,354,2084,33.79,1.26
2026/5/14,21717.239724696,59162.869917452,445,31133.349978089,8121,326,2098,38.55,1.27
2026/5/15,20812.229809642,58377.319799304,450,32252.919972658,9541,333,2113,37.48,1.24
2026/5/16,21479.329704344,55618.739850998,620,27591.299974620,13152,602,2456,31.39,1.12
2026/5/17,23868.419620514,43202.539781451,480,16271.329921484,12301,489,2173,30.87,1.06
2026/5/18,43903.479753256,59992.949713826,411,29318.119999170,9043,445,2120,49.01,1.64
2026/5/19,39846.869419038,65747.20958215,414,30063.989831746,8567,384,2227,47.42,1.45
2026/5/20,17615.319937646,56654.119906912,391,28521.569993615,8468,306,1953,38.03,1.22
2026/5/21,80644.638834953,79714.899703264,516,49897.519942522,9723,591,2691,59.59,1.59
2026/5/22,50843.019467393,72843.829779694,459,38404.049918542,11211,461,2459,50.3,1.23
2026/5/23,57747.779342413,61504.549611688,516,29846.489910364,14729,633,2430,49.08,1.18
2026/5/24,77615.858716259,60217.029527068,242,16292.909891248,20144,474,1971,69.93,1.54
2026/5/25,103836.068973422,103077.119752407,537,48730.409927845,12141,653,3129,66.13,1.22
2026/5/26,105771.108899355,109027.739576578,570,46548.779927135,11874,778,3717,57.79,1
2026/5/27,73849.339749768,109514.79968898,606,41161.229936615,10837,590,3716,49.34,0.91
2026/5/28,2781.189962387,2705.069977045,11,387.599993706,,,104,52.75,1.21
2021/11/6,31583.669985771,3582.359983444,28,3658.310000420,4736,293,458,76.78,1.41
2021/11/7,5346.030000687,868.259992599,5,777.989997864,3439,48,77,80.71,1.15
2021/11/8,6344.350006104,1644.240011215,11,1467.100000381,4110,70,114,70.08,0.97
2021/11/9,10786.860115051,1570.740011215,13,1143.050006866,4493,97,231,53.5,1.22
2021/11/10,11011.920005798,776.950004578,7,830.240005493,7401,27,82,143.77,2.26
2021/11/11,543994.820953593,82306.590282783,902,87593.100240849,10536,1739,8501,73.67,1.38
2021/11/12,24269.379978180,2828.369985580,23,2818.120004654,4684,240,368,73.64,1.37
2021/11/13,25646.569993973,3269.569984436,16,3229.420030594,3879,217,344,84.06,1.5
2021/11/14,31284.039934345,3028.200009026,32,3958.909975052,4028,339,564,60.84,1.15
2021/11/15,12965.750003660,1082.400014265,9,1200.120004654,3604,124,177,79.37,1.05
2021/11/16,35619.049952544,3658.769969253,35,3575.759981155,4117,312,551,71.28,1.18
2021/11/17,35415.049983025,3300.03999977,37,4954.139981270,3500,333,508,76.21,1.53
2021/11/18,33834.959973106,4704.259969024,28,2728.659971237,3475,297,491,78.49,1.44
2021/11/19,16053.500073928,1834.360004425,10,1890.710002899,3509,133,214,83.59,1.06
2021/11/20,10042.140020141,511.720004577,7,1162.960006714,4123,77,120,87.95,1.1
2021/11/21,34371.000015030,3665.410007248,28,4302.670032501,3537,231,499,76.23,1.45
2021/11/22,24575.520055771,4565.600011826,20,2217.750022888,3090,217,407,71.6,1.3
2021/11/23,33203.460075149,6513.350009689,35,5224.850015640,3078,253,601,66.08,1.28
2021/11/24,10338.040019035,1669.800001144,13,1959.500014305,2996,74,172,69.81,1.1
2021/11/25,26035.580042243,5714.090016127,16,1451.500011802,2867,176,396,80.18,1.28
2021/11/26,16326.910018921,3669.019994736,14,1157.840005875,3986,128,253,79.04,1.31
2021/11/27,21224.369973678,5148.219981294,22,2859.479982376,4622,165,399,66.1,1.02
2021/11/28,21041.839981804,1430.439997556,10,1332.830000877,3606,181,253,88.82,1.24
2021/11/29,48927.681058884,7386.150213087,50,5356.150114059,3703,367,1039,54.2,1.27
2021/11/30,19301.860022902,2528.580003694,12,1523.799994707,3966,165,281,77.69,1.2
2021/12/1,10259.170057068,1661.320017165,10,1794.409999847,5370,65,138,86.38,1.51
2021/12/2,35566.420135517,6881.060014496,29,5952.760020752,4689,299,554,76.62,1.32
2021/12/3,28282.550173072,5723.649991760,25,3773.870013503,5104,232,422,80.58,1.37
2021/12/4,28231.620086670,6252.420049438,25,3167.670028687,4755,233,417,82.7,1.42
2021/12/5,24232.740024567,3875.180019379,22,2503.109992981,4471,178,360,78.08,1.44
2021/12/6,30605.190090537,6389.160032043,38,3937.430018783,5516,262,560,66.06,1.43
2021/12/7,26667.800105453,4634.150003433,24,3035.920003295,7007,210,415,75.43,1.32
2021/12/8,21524.810009727,3822.490003586,20,4897.029955635,8231,191,337,75.21,1.12
2021/12/9,15751.640038107,2974.909995804,17,2754.190013656,5176,148,265,70.67,1.23
2021/12/10,5311.080015944,1516.960002899,5,365.350000381,4868,45,114,59.9,0.9
2021/12/11,1616.229997635,496.399997711,7,574.5,8172,18,29,72.85,1.08
2021/12/12,287556.760101676,53087.750062017,212,40171.959971685,9177,1299,3572,95.37,1.4
2021/12/13,60978.790013442,12235.910049677,35,8819.640009999,5575,404,840,87.16,1.2
2021/12/14,101658.710115433,17220.399979591,44,42740.820037365,5734,454,1011,117.59,1.88
2021/12/15,21571.850028872,3292.809993744,21,3327.299966693,5067,198,323,76.98,1.25
2021/12/16,27467.370102882,3161.810007095,16,3626.699996948,4741,193,343,89.3,1.02
2021/12/17,25783.960065842,2827.680006027,27,4127.710010529,5581,194,321,89.13,1.28
2021/12/18,13918.009984970,1124.049995422,12,4349.700004578,6730,103,149,100.95,1.42
2021/12/19,7899.600004196,1896.560008774,5,509.899999619,6851,75,123,79.64,0.9
2021/12/20,9425.590011597,1003.699998856,5,506.799999237,6445,85,130,80.23,0.61
2021/12/21,56401.319918633,8231.850028992,54,10776.490009308,6155,315,675,95.75,1.03
2021/12/22,29663.310066581,5809.670030951,32,5789.150019407,5721,209,372,95.36,1.27
2021/12/23,37976.310067177,4342.760007858,25,3070.920018196,7642,212,367,115.31,1.31
2021/12/24,23459.569990158,4140.239984512,16,4514.540004730,6806,147,267,103.37,1.08
2021/12/25,31624.930061340,7170.799989700,61,7845.020000458,11957,193,518,74.9,1.41
2021/12/26,14909.099993944,2861.970012665,15,1627.890020847,9939,102,205,86.69,1.54
2021/12/27,14558.770012856,5382.710028658,18,2376.520006895,8745,82,175,113.95,1.3
2021/12/28,12100.390047073,3698.270017147,19,3321.300033569,10854,75,166,95.17,1.4
2021/12/29,12490.160240173,3797.100055823,23,3745.200096130,10229,83,191,85.27,0.89
2021/12/30,53240.760240555,17351.449999571,56,17752.460004568,9067,217,594,118.84,1.27
2021/12/31,33272.080334663,8490.800008535,38,11055.930178165,11371,153,354,117.97,1.04
2022/1/1,44555.790165896,9595.820111293,40,11482.690128364,17498,216,508,106.6,0.65
2022/1/2,27675.490181942,8212.809999237,38,7764.790116558,17318,145,326,110.09,0.97
2022/1/3,31178.770049820,8558.610002518,32,6427.790014992,13994,152,352,112.89,1.02
2022/1/4,34755.720197678,21027.649974346,27,4297.420026779,31504,197,371,150.36,1.25
2022/1/5,35061.530033607,5920.490014553,49,8372.450046081,25696,239,432,94.87,0.77
2022/1/6,58052.190160751,6561.130035400,40,12131.250019073,18979,324,544,118.77,0.8
2022/1/7,18829.760154266,1559.220027924,25,5520.330089111,20105,118,177,115.19,0.77
2022/1/8,24161.430032730,2865.280000687,46,7455.060030460,20197,165,300,90.09,0.89
2022/1/9,364690.560508078,39924.400111713,371,81149.430451164,18650,1644,3412,118.59,0.81
2022/1/10,253444.550764212,28464.130130768,237,69072.170346618,24146,1260,2234,126.19,0.7
2022/1/11,189774.010619164,16801.280086517,199,50694.750395775,14619,989,1683,122.74,0.8
2022/1/12,179264.600236893,26309.510153541,179,49963.350365639,16693,852,1537,133.75,0.8
2022/1/13,150236.82112062,30243.770223618,163,34797.830469489,15296,598,1372,131.55,0.9
2022/1/14,196798.160104807,38273.580173492,237,75144.860005664,17113,1045,1929,121.86,0.66
2022/1/15,298288.810886888,49895.420553207,416,96972.830835361,18858,1784,3304,105.38,0.56
2022/1/16,166475.499962578,26595.89012146,191,44580.510011196,16204,1102,1731,111.54,0.85
2022/1/17,194034.379991092,23134.590122223,215,62749.630050220,15789,1097,1801,120.58,0.75
2022/1/18,209760.609977283,26032.849961758,222,49421.550150432,18175,999,1783,132.25,0.77
2022/1/19,193025.709674167,23921.539939880,198,58983.409914760,17275,918,1763,123.06,0.63
2022/1/20,120911.959722519,21425.590035915,114,23356.990049362,18879,663,1403,101.45,0.77
2022/1/21,111391.249914169,15890.400007486,90,17843.319966555,29246,772,1432,88.88,0.71
2022/1/22,56368.700113297,5886.260013103,34,8212.799997330,25634,392,553,112.58,1.19
2022/1/23,66451.490080833,6157.070031643,40,6271.700001717,22237,496,728,99.74,1.06
2021/7/29,2471.599994659,335.700000763,13,205.800001144,6708,48,72,38.99,0.74
2021/7/30,2721.900028229,993.400018692,15,399.699995041,7271,42,90,41.28,0.95
2021/7/31,1850.900015831,649.799999237,10,335.000000954,7732,34,74,33.79,0.9
2021/8/1,1357.910018444,362.029994011,17,326.099998474,7735,32,53,32.45,0.88
2021/8/2,3272.630036354,714.740011215,20,851.390012741,6541,49,85,46.91,0.91
2021/8/3,1918.850006104,144.189998627,7,74,6541,34,45,45.85,0.81
2021/8/4,628.910003662,474.310001373,5,81.5,6046,24,40,27.58,0.46
2021/8/5,317.090000153,34.5,8,111.5,5740,15,25,14.06,0.19
2021/8/6,7690.890031695,1177.549980283,21,656.509995341,5798,62,177,50.1,0.99
2021/8/7,3689.910002708,788.420003891,9,463.170003891,6807,40,78,57.41,1.06
2021/8/8,3800.040030956,1361.640001774,15,825.480003357,6361,46,95,54.33,0.94
2021/8/9,194.099998474,155.399999619,7,78.5,5865,11,16,21.84,0.29
2021/8/10,352.059997082,153.529998779,8,181.049998760,5869,17,27,18.73,0.25
2021/8/11,21779.120007781,1319,353,6982.040003547,6175,843,1389,16.63,0.26
2021/8/12,4777.930013657,1117.579990387,11,772.009988785,5717,31,80,73.69,1.22
2021/8/13,5412.289999008,666.590002060,13,400.700000763,5820,45,100,60.79,0.95
2021/8/14,13953.449990273,608.019994736,473,5911.350000381,8437,1097,1419,10.26,0.16
2021/8/15,478.020004272,166.600006104,6,62.5,7174,18,25,25.78,0.35
2021/8/16,9646.069981575,1690.650014877,17,2183.189985275,6084,58,146,77.65,1.31
2021/8/17,16170.160123825,2009.310031891,464,7559.570031881,6286,988,1550,11.73,0.25
2021/8/18,5870.910043487,1092.899986267,10,663.559999237,6053,49,96,72.54,1.29
2021/8/19,1369.740007877,214,3,111.650001526,5854,18,28,56.56,0.81
2021/8/20,7934.779998779,704.910003185,363,4508.580005169,6353,747,1101,7.85,0.1
2021/8/21,5051.479996920,908.299991608,117,2179.799995899,7699,222,398,14.97,0.28
2021/8/22,3826.340015411,888.030006409,12,498.099998474,6805,45,83,56.8,1.28
2021/8/23,11787.999991417,1085.750005007,434,5049.950000525,6574,949,1500,8.58,0.14
2021/8/24,3276.869989395,537.900001526,14,422.300004959,6589,39,71,53.73,0.97
2021/8/25,4200.620012283,1163.630004883,9,497.799999237,6386,32,74,72.49,1.19
2021/8/26,11867.729997396,1081.500004530,395,5051.499992371,6553,845,1341,9.66,0.17
2021/8/27,3172.980012894,667.450012207,7,241.399999619,7217,42,63,60.96,1.06
2021/8/28,3327.270004272,662.600006104,11,497.900007248,8255,41,78,51.15,0.9
2021/8/29,13609.910021067,1139.350002289,395,5234.830001593,8268,981,1302,11.33,0.19
2021/8/30,2260.490016937,737.000011444,17,379,7094,40,66,45.42,0.71
2021/8/31,9175.759999275,782.009998560,361,4471.980000496,4325,834,1291,7.71,0.09
2021/9/1,5470.600019455,637.100008488,10,698.009996891,1912,40,92,66.39,1.01
2021/9/2,8364.670034179,794.610002518,9,1407.540006408,1768,71,111,82.52,1.21
2021/9/3,6871.300026417,656.400003433,5,327.370004654,1533,64,104,72.38,1.12
2021/9/4,2803.329977036,185,1,243,1750,28,41,72.89,0.93
2021/9/5,10380.059982300,1945.219997406,7,2695.899997711,1979,67,127,97.05,1.5
2021/9/6,8155.669971466,900.999996662,7,687.499994278,1434,60,102,88.79,1.31
2021/9/7,10027.389812469,967.899997711,8,806.529996872,1699,56,93,118.23,1.76
2021/9/8,741.259998798,63,3,31.5,2030,10,18,44.68,0.37
2021/9/9,39425.439954549,5718.390004674,46,6020.069970191,1894,161,649,69.56,1.03
2021/9/10,10725.580058694,3901.890034825,20,2582.780025840,1904,73,222,65.89,1.01
2021/9/11,13872.790073156,6490.599976808,16,3887.560062647,2370,88,255,79.86,1.11
2021/9/12,5995.510006309,471.360006332,8,669.299995780,2254,65,94,68.8,1.09
2021/9/13,7726.350009918,785.090015411,9,1110.199987411,1544,60,99,85.97,1.31
2021/9/14,6239.430026779,665.200000763,7,883.610004196,1501,56,91,75.88,1.1
2021/9/15,17937.300018311,2270.880018234,16,4111.999973297,1809,78,163,123.98,1.87
2021/9/16,9364.860003471,1268.740001678,11,842.240019798,1693,85,146,72.83,1.15
2021/9/17,9352.820016799,1624.240002403,10,1049.379997253,1950,85,170,64.57,1.24
2021/9/18,4299.350018501,1256.109998703,5,448.800003052,2109,50,85,65.36,1.09
2021/9/19,6230.170009613,941.900007248,7,596.900001526,2968,58,100,71.72,1.21
2021/9/20,9241.390026093,1989.840005875,18,2091.400007248,3231,77,181,62.05,1.19
2021/9/21,4513.360013962,1363.710002899,4,426.400009155,3005,41,72,81.63,1.36
2021/9/22,3928.500007629,1111.440010071,5,395.900001526,2012,45,82,61.46,0.91
2021/9/23,5525.510006942,1212.300006637,6,563.180007935,1890,50,95,70.92,1.21
2021/9/24,2305.000003815,465.250000715,5,300.099994659,1711,23,43,64.42,0.97
2021/9/25,2816.030017853,871.289999008,8,1250.129995346,2226,22,41,89.93,1.21
2021/9/26,2003.989994049,425.900005341,3,450,1868,21,30,81,1.17
2021/9/27,6968.190036774,842.640005112,11,1280.310014725,1689,76,118,66.19,1
2021/9/28,6342.300025940,905.149997711,6,413.950008392,1756,56,87,83.3,1.38
2021/9/29,3897.420038223,1496.150001526,5,224.400001526,2143,30,75,71.91,1.15
2021/9/30,1359.489997864,572.920001984,6,371.100000381,1694,11,34,56.84,0.74
2021/10/1,6799.969993591,1753.600002289,6,620.079999924,3295,54,110,77.76,1.16
2021/10/2,9761.349967957,1211.369991302,6,4584.999984741,2703,42,90,121.92,1.98
2021/10/3,8651.090013504,1589.569991112,6,795.029991150,2478,77,143,71.61,1.27
2021/10/4,10824.270043373,2783.669984818,7,657.879993439,2466,108,186,73.16,1.26
2021/10/5,12562.380062103,2272.639989853,9,917.760007858,2325,123,204,72.72,1.16
2021/10/6,14198.360063553,2725.450002670,4,444.399999619,2366,112,216,78.35,1.25
2021/10/7,19236.420023918,3723.399997711,9,812.199993134,2451,137,274,83.79,1.35
2021/10/8,14145.180009842,2786.740005493,14,2018.049997330,1729,150,220,76.96,1.31
2021/10/9,13747.989995956,1479.150014877,12,1270.189996719,2488,122,199,76.52,1.23
2021/10/10,17834.920007706,1681.810010910,7,698.200002670,2274,183,269,72.55,1.25
2021/10/11,19295.370034695,2998.299999714,20,2061.089999199,2316,196,322,69.24,1.14
2021/10/12,24263.880017757,2043.540016651,32,4311.999989986,2165,254,389,67.63,1.1
2021/10/13,30422.149998665,2513.550024986,29,3594.120020390,809098,257,392,84.02,1.37
2021/10/14,13051.160018686,845.330004958,12,1971.200004578,2455,115,198,70.18,1.69
2021/10/15,37112.339912489,4697.370010147,26,4500.869995117,2502,297,536,78,1.4
2021/10/16,44614.550523758,6238.140088081,28,3243.070043564,3214,393,830,61.27,1.4
2021/10/17,32571.820034027,2881.130002975,27,3917.800014496,3182,314,487,72.8,1.34
2021/10/18,22094.239994049,1929.999990463,22,4154.479982376,2582,220,313,76.75,1.21
2021/10/19,24711.940025330,5115.210012436,15,2691.479990005,3123,249,360,82.85,1.42
2021/10/20,50331.800050735,4601.100051880,46,7031.820018768,7107,413,625,87.89,1.42
2021/10/21,55578.380053520,3645.790003777,42,8083.230020523,17061,396,609,97.25,1.73
2021/10/22,51128.090029487,6056.319982529,47,8386.360007057,7993,338,586,97.58,0.82
2021/10/23,36748.950258026,5754.270036697,34,6244.960029373,6444,263,512,83.01,1.53
2021/10/24,31621.410133362,4321.719987869,26,4715.460002899,3842,249,426,84.37,1.45
2021/10/25,28612.980075836,3385.360000610,24,2557.619987488,3130,261,421,76.01,1.26
2021/10/26,27582.600122223,3211.170005798,19,3153.920028457,3441,239,427,72.12,1.22
2021/10/27,8617.390003204,1375.040008545,6,595.030012131,3694,57,224,44.61,0.78
2021/10/28,6593.799964905,792.090007782,8,524.789995193,3714,44,80,92.32,3.07
2021/10/29,14580.450054169,3507.549991608,33,3322.800014496,3867,83,342,52.89,1.13
2021/10/30,2810.999986649,343.970005035,8,691.189998627,4452,17,51,61.86,1.31
2021/10/31,3385.609991074,231.960002899,6,597.680000305,6506,26,101,35.82,0.56
2021/11/1,329767.589863548,44763.189980507,249,35202.830060959,9052,1213,4919,76.14,1.36
2021/11/2,87167.099975584,11832.009979010,142,9653.989998816,6854,644,1409,70.26,1.42
2021/11/3,126269.549823541,16416.650010176,74,10482.310018072,5978,660,1685,84.68,1.52
2021/11/4,35838.129995117,3401.930017471,37,4912.289975891,4686,333,514,76.34,1.39
2021/11/5,42522.870151291,4043.159999847,37,4771.629993210,4589,324,535,87.04,1.51
2024/4/24,42083.510049710,59314.859988391,1401,31162.049998760,5235,1307,5859,17.31,0.53
2024/4/25,44663.979952527,57660.709962636,1502,32597.589980442,5629,1427,6078,16.84,0.61
2024/4/26,44989.659915023,58888.600016464,1602,37132.000018258,5489,1583,6081,17.08,0.65
2024/4/27,69945.710034057,61967.040000824,2272,56874.249991849,7538,2581,7781,16.95,0.73
2024/4/28,50415.580038873,69947.610039847,1520,37922.940012602,5287,1412,5979,20.13,0.83
2024/4/29,43167.230013218,51676.149922986,1414,36886.609951496,5091,1281,5387,17.61,0.7
2024/4/30,43617.379897123,54214.579910874,1450,33244.119985526,5737,1627,5522,17.72,0.7
2024/5/1,58703.160089348,39335.989962971,2542,42628.750006730,9867,4130,7763,12.63,0.61
2024/5/2,65437.470052224,34693.050004506,2829,44058.220032701,10553,4745,8404,11.91,0.61
2024/5/3,61176.400033485,35746.749998281,2682,40886.900025353,9941,4481,8032,12.07,0.56
2024/5/4,52699.570036115,44842.719936140,2244,41525.550004221,8831,3487,6963,14.01,0.6
2024/5/5,49655.370083066,41640.040028073,1793,30914.560005961,8020,2497,6379,14.31,0.58
2024/5/6,40596.239961397,52171.259978689,1166,26996.219958549,5515,1225,5363,17.3,0.63
2024/5/7,46496.699911280,56770.849977413,1310,29014.450013364,5376,1366,6013,17.17,0.59
2024/5/8,49981.986512672,58818.099962996,1415,37639.809949540,5535,1266,5977,18.2,0.63
2024/5/9,43871.259929998,63528.319897873,1380,28899.439996781,6221,1414,6110,17.58,0.59
2024/5/10,56734.839907413,60540.820034139,1414,36012.449992251,6386,1529,6021,19.48,0.58
2024/5/11,50881.389958465,56712.890034959,1547,31496.689989377,7169,1743,6160,17.47,0.62
2024/5/12,52867.810023634,49891.109918931,2163,35310.529988844,8089,2689,7590,13.54,0.56
2024/5/13,45474.040002612,59141.319967041,1493,32300.809990007,6077,1503,6309,16.58,0.59
2024/5/14,52786.909923293,66011.549990177,1533,39119.730009455,6005,1513,6698,17.74,0.17
2024/5/15,46401.740009565,56536.790003199,1503,39795.250020752,5690,1453,6270,16.42,0.49
2024/5/16,46756.509901213,60554.309918711,1535,38300.359950084,5554,1485,6396,16.78,0.47
2024/5/17,48722.929971920,58054.879926622,1433,33922.659987945,5839,1589,5870,18.19,0.47
2024/5/18,55665.049973704,61657.710018218,2201,51491.350035397,7911,2879,7609,15.42,0.59
2024/5/19,43053.080004761,50681.789996454,2025,36610.719999552,7761,2247,6996,13.4,0.53
2024/5/20,102882.37997557,100993.870052811,1550,65927.319961922,6848,1552,6700,30.43,0.9
2024/5/21,83470.859950885,75611.220036348,1370,47251.760045618,6817,1445,6274,25.36,0.78
2024/5/22,82001.679864787,68700.769959474,1531,52671.439901156,5969,1455,6372,23.65,0.64
2024/5/23,98338.059312208,76009.72993562,1536,48238.779975912,5801,1384,6524,26.72,0.6
2024/5/24,88743.971566975,83914.680100877,1503,60257.921404714,6436,1667,6440,26.81,0.48
2024/5/25,81625.129809493,57897.189958839,424,42186.429951504,8733,845,2345,59.5,0.65
2024/5/26,111768.119427282,56346.509976864,1249,46020.179972539,8908,1737,5287,31.8,0.36
2024/5/27,116741.099844871,79150.590058923,1468,61227.299984951,6460,1515,6493,30.17,0.51
2024/5/28,111064.980024893,72153.039891064,1521,54375.530030379,6224,1558,6759,27.11,0.54
2024/5/29,82563.649899749,61671.209992317,1475,42764.31002119,6468,1339,5947,24.25,0.67
2024/5/30,44259.770067522,60077.079966784,1406,40852.770018706,7270,1216,5794,18.01,0.56
2024/5/31,85642.500013215,79114.260007562,1508,47744.200063450,11532,1684,6353,25.93,0.75
2024/6/1,84481.919954475,75245.439923812,3045,58146.489978643,16604,4369,10075,15.85,0.5
2024/6/2,64819.050013540,54916.400002679,2131,40496.640051000,11217,2821,7694,15.56,0.52
2024/6/3,61334.710054208,75570.349934703,1509,41581.840044206,7012,1451,6402,21.38,0.47
2024/6/4,52386.690108461,66216.069993796,1569,38427.340015082,6374,1442,6731,17.62,0.65
2024/6/5,46938.929992134,65048.890027642,1412,35378.680010576,6282,1454,6430,17.42,0.61
2024/6/6,40500.850033497,64511.839973323,1374,34370.820011429,7821,1385,5999,17.51,0.69
2024/6/7,43049.349929376,63950.510011615,1449,37729.499955967,6628,1597,5945,18,0.74
2024/6/8,52129.249979548,50296.989927448,2009,38196.139979396,8697,2965,7231,14.16,0.67
2024/6/9,54696.449970508,59792.446591709,2256,51876.229791867,9552,3408,7564,15.14,0.72
2024/6/10,46866.810042065,51773.279860195,1850,41250.699847706,8787,2630,6392,15.43,0.65
2024/6/11,44235.180035759,67284.219971562,1338,37609.600070084,5926,1377,6249,17.85,0.65
2024/6/12,39664.479992179,58666.349936048,1450,32796.849983282,5511,1347,6350,15.49,0.53
2024/6/13,36743.599985426,63909.590025533,1589,41644.379987832,6068,1459,6496,15.49,0.61
2024/6/14,60569.409966661,59272.599919930,1493,40294.409986228,6954,1738,6473,18.51,1.09
2024/6/15,60514.499760257,61727.399954453,2044,47010.339758748,7314,2467,7269,16.82,0.61
2024/6/16,47147.989936650,59669.419868231,1895,37910.569992125,7016,2321,7001,15.26,0.54
2024/6/17,53743.949838914,69920.110048739,1553,47189.099967951,5654,1524,6444,19.19,0.63
2024/6/18,65627.500088038,75731.749973288,1603,43506.219979510,6573,1719,7208,19.61,0.62
2024/6/19,49413.989872241,71984.803391535,1581,45681.949976495,5449,1596,6836,17.76,0.62
2024/6/20,50267.659952082,65404.610007094,1587,41499.819994835,5416,1603,6689,17.29,0.63
2024/6/21,47700.569969384,62370.479968553,1435,37515.170013804,5275,1604,6042,18.22,0.63
2024/6/22,44227.250038711,56974.650015840,2019,41761.779998312,7166,2734,7151,14.15,0.56
2024/6/23,40490.770063538,54068.279973585,1819,38473.720016778,6622,2405,6632,14.26,0.55
2024/6/24,34243.869992051,54375.240004577,1003,37790.769993709,4826,1152,4196,21.12,0.69
2024/6/25,36398.759983256,61011.470183391,1013,38804.690225987,5053,1076,4196,23.22,0.77
2024/6/26,33838.909960672,51078.019992132,981,31500.489980221,5134,1148,4108,20.67,0.69
2024/6/27,25518.659974311,37387.91004158,541,17563.680016408,4915,687,2549,24.68,0.65
2024/6/28,43376.630014893,61132.899993438,1463,40716.400020022,5419,1689,5428,19.25,0.62
2024/6/29,47298.640024422,62401.759999542,2083,43884.030009784,7163,2667,7143,15.36,0.58
2024/6/30,44533.739973335,53214.029972214,1940,35825.579991996,6714,2240,6629,14.75,0.53
2024/7/1,39262.189995427,61546.230018973,1496,31965.229990382,5377,1862,6012,16.77,0.58
2024/7/2,43332.959949935,58277.290004291,1462,35397.999964137,4983,1714,5799,17.52,0.63
2024/7/3,40551.299995638,62139.099886069,1600,39723.759947676,5311,1863,6063,16.94,0.49
2024/7/4,43449.740073383,58967.259934930,1634,37075.830020556,6001,1948,6264,16.35,0.56
2024/7/5,39255.550002713,54399.740009915,1424,33989.040023813,5591,1848,5629,16.64,0.61
2024/7/6,50572.759987334,52406.420036858,1852,37566.120018840,7742,2748,6800,15.14,0.6
2024/7/7,46411.210052153,49749.080084510,1867,35118.920019027,7187,2532,6681,14.39,0.58
2024/7/8,51973.489976183,56215.979943788,1364,44790.139978502,5448,1874,5487,19.72,0.71
2024/7/9,45715.710076958,56074.120049270,1479,39929.250043677,5795,1980,5913,17.21,0.64
2024/7/10,49523.809986969,57985.230080612,1413,40746.110015050,5927,2011,5738,18.74,0.7
2024/7/11,49851.790095294,59113.979996169,1557,40349.590014705,9681,2304,5998,18.17,0.65
2024/7/12,57187.970239796,54674.819931518,1558,44342.610214133,13065,2560,6268,17.85,0.63
2024/7/13,55089.360009460,51498.930053758,1976,39983.220009465,11857,3113,7212,14.78,0.6
2024/7/14,60983.160028176,52038.210025197,1942,38081.910012338,12637,3240,7470,15.13,0.6
2024/7/15,54825.690065024,63036.830066504,1472,46058.090079254,9030,2351,6167,19.11,0.67
2024/7/16,73570.839661619,72180.509763293,1576,41616.739889499,8881,2354,7736,18.84,0.66
2024/7/17,54859.439885003,57663.049902886,1406,33191.269966997,8599,2108,6442,17.47,0.51
2024/7/18,50258.230031675,99307.859188395,1436,79295.979280591,8956,2251,6298,23.75,0.78
2024/7/19,50907.680089639,111398.319958048,1564,87807.860071559,8214,2158,6285,25.82,0.83
2024/7/20,68663.590164006,63286.299966056,1836,48641.719977021,9197,3097,7237,18.23,0.64
2024/7/21,70362.700294137,55655.660006560,1872,42770.280011902,9449,3023,7127,17.68,0.63
2024/7/22,104754.280731451,60683.429982416,1380,49240.940024965,8204,2592,6326,26.15,0.77
2024/7/23,92003.740556154,95357.369983310,1440,67744.640014879,8568,2491,6513,28.77,0.91
2024/7/24,103490.450472426,63769.970023671,1483,46150.640029674,9043,2778,6910,24.21,0.78
2024/7/25,175676.470763978,71965.540078951,1646,58358.960117616,11308,4045,8828,28.05,0.9
2024/7/26,113641.30042433,67830.100054245,1629,51850.460104246,9038,2916,7334,24.74,0.79
2024/7/27,113990.540146397,62946.590003714,1848,48350.750030316,9290,3430,7765,22.79,0.79
2024/7/28,96583.150149668,65094.559849998,1610,43129.799997285,8838,3006,7060,22.9,0.83
2024/7/29,103064.000213074,62740.240005298,1449,40277.509980220,8099,2699,6646,24.95,0.72
2024/7/30,139596.270694563,71099.060025061,1611,54362.350085158,9086,3382,7694,27.38,0.87
2024/7/31,131364.390707711,71350.490127129,1515,48125.020083755,8491,3096,7389,27.43,0.77
2024/8/1,139769.930822629,62327.620059976,1505,40774.740024328,8701,3228,6910,29.25,0.82
2022/1/24,128117.510192394,8986.810037613,111,19883.150086880,20568,773,1336,102.62,0.92
2022/1/25,106592.460294724,10622.220054626,84,14678.000162125,24662,621,1140,102.82,1.03
2022/1/26,50054.420077913,6725.629976027,66,9451.800047398,21902,377,726,78.21,0.91
2022/1/27,32506.820024261,4705.640004344,39,5982.610015869,24969,241,441,84.38,1.08
2022/1/28,24853.210121879,3632.270034598,29,4492.400023460,27510,207,327,87.11,1.2
2022/1/29,21810.410026550,3186.480013655,24,6245.399999619,25528,138,257,97.26,0.86
2022/1/30,13219.370059967,2538.050002135,22,3016.600023270,37043,109,187,84.26,1.13
2022/1/31,5423.230012894,1162.120006103,3,404.300003052,44258,59,99,66.52,0.99
2022/2/1,8108.449981451,1702.880017996,18,782.900005341,30546,84,158,62.1,1.06
2022/2/2,8556.670014381,1874.850003967,20,1349.349987030,34856,83,153,68.18,1.08
