dt,new_member_payment,old_member_payment,repurchase_member_cnt,repurchase_payment,new_members,new_purchasers,consume_member_cnt,arpu,arpu_ratio
2023/9/20,95956.750025759,48649.150086880,1335,44776.360036502,9012,2071,6502,22.24,0.35
2023/9/21,97341.369862098,54112.639922747,1426,51905.199893493,8136,2006,6520,23.23,0.24
2023/9/22,88856.819774399,59759.049981127,1453,46931.539992819,10044,2157,6582,22.58,0.26
2023/9/23,79709.509946465,52764.790041685,1762,46596.849935532,11585,2969,6972,19,0.19
2023/9/24,88507.379917163,44693.230007529,1530,42498.149991641,9736,2534,6482,20.55,0.19
2023/9/25,75533.940070648,56416.110010028,1376,47410.809997568,7946,1866,6313,20.9,0.2
2023/9/26,59760.900036573,57268.939998865,1403,50364.009948850,7919,1813,6323,18.51,0.17
2023/9/27,68577.880051970,55187.860022306,1285,43812.390011430,7645,1815,5845,21.17,0.21
2023/9/28,67116.030038614,44064.200019240,1284,37194.340027232,8532,2060,5638,19.72,0.19
2023/9/29,64346.400024433,45251.119978437,1561,50043.619957475,13156,3259,5727,19.14,0.16
2023/9/30,80059.379898319,34636.759963274,2139,45142.530004034,15368,4538,7347,15.61,0.13
2023/10/1,80226.709909229,24655.809983969,2495,40247.529978303,16388,5214,7924,13.24,0.1
2023/10/2,73799.190034637,25235.909993649,2115,36436.200011024,15346,4771,7244,13.67,0.11
2023/10/3,77589.569958935,24558.279996762,2289,37271.520000119,15773,5028,7947,12.85,0.1
2023/10/4,62384.449945707,33287.649990568,1908,40129.240009069,12687,3927,6576,14.55,0.12
2023/10/5,63169.659997234,35848.180010127,1738,42339.460014371,11255,3364,6113,16.2,0.14
2023/10/6,63235.250006502,42030.169965552,1300,44468.070023840,9235,2388,5354,19.66,0.2
2022/8/12,142160.509940432,6537.019968748,46,6517.879980335,9087,982,1253,118.67,1.35
2022/8/13,42977.480019093,10344.909923553,33,8188.999924183,9065,367,575,92.73,0.85
2022/8/14,142594.349967003,10716.299983978,48,8856.280006409,9409,928,1236,124.04,1.41
2022/8/15,43720.139974136,4772.880016327,28,4335.880027313,7829,354,523,92.72,1.18
2022/8/16,51361.400049210,12407.459909439,35,6915.999931335,8180,387,716,89.06,1.09
2022/8/17,70351.299946556,19824.350019455,55,9679.899993896,9019,523,1049,85.96,0.95
2022/8/18,93768.469470024,11977.090024948,100,43947.639616013,7905,477,887,119.22,0.92
2022/8/19,33736.009970188,9162.339990616,30,4476.080000401,8128,292,531,80.79,1.06
2022/8/20,40999.240024567,8040.130069733,51,6359.550006866,10136,319,576,85.14,1.05
2022/8/21,42529.459981918,7634.429990768,35,3523.640012741,8739,324,580,86.49,1.12
2022/8/22,46666.510058898,9548.660047531,33,5642.110030899,7413,345,597,94.16,1.15
2022/8/23,38172.810081501,10537.569963455,39,6011.929977436,7442,322,604,80.65,1.09
2022/8/24,47039.789904794,17965.270018231,43,13295.960004138,7884,338,651,99.85,1.33
2022/8/25,37315.790015001,7080.880037079,32,5296.720010299,7199,256,473,93.86,1.17
2022/8/26,36459.349962234,8113.290017128,31,3532.270009041,7516,296,563,79.17,1.01
2022/8/27,32465.479987621,7248.719985962,23,2134.999993801,8270,317,559,71.05,0.86
2022/8/28,33388.450051308,8134.769945145,29,4698.059986115,8246,294,535,77.61,0.96
2022/8/29,34391.900013961,7669.010028839,28,4062.560000457,8017,251,508,82.8,0.91
2022/8/30,34644.629903793,9339.669996262,42,7940.389947891,7076,260,549,80.12,0.9
2022/8/31,15178.320015907,4398.350013733,14,3132.930006027,6729,133,226,86.62,0.99
2022/9/1,46929.839933395,13702.340047607,51,9964.379981766,16640,287,690,87.87,0.9
2024/11/10,227127.319588702,185747.24864608,2905,148841.248438517,11103,4248,11875,34.77,0.93
2024/11/11,258534.760102736,202535.369109191,1988,131509.768905411,8907,2937,10142,45.46,1.1
2024/11/12,86210.099774307,109202.189334529,1622,65059.269458450,6356,1789,7570,25.81,0.94
2024/11/13,62407.289807687,100024.229562195,1408,56588.129580140,5829,1537,6512,24.94,0.84
2024/11/14,68348.279526958,117493.889031485,1676,74842.989084670,6070,1650,7101,26.17,0.82
2024/11/15,74448.629503548,132795.478707494,1802,96862.728714187,6275,1756,6909,30,0.8
2024/11/16,84156.379500356,140357.788313761,2302,115420.288317993,8097,2622,7668,29.28,0.86
2024/11/17,79197.269487400,133858.568304954,2045,103005.878495524,7696,2341,7211,29.55,0.77
2024/11/18,71443.459637174,118058.42866295,1530,84562.528743982,5409,1335,5975,31.72,0.77
2024/11/19,64232.409755982,114692.158876905,1416,75718.898971984,5204,1226,5776,30.98,0.74
2024/11/20,67165.199838914,107419.799174089,1431,67898.239196448,5346,1406,6126,28.5,0.76
2024/11/21,63070.409555105,109838.888900597,1533,77467.838925609,5240,1309,6138,28.17,0.5
2024/11/22,38658.649977116,68336.859813718,1067,35288.139817514,5114,1073,4723,22.65,0.65
2024/11/23,56112.979769964,91857.919464713,1808,59179.439672159,8650,2187,6854,21.59,0.77
2024/11/24,49724.859860765,68655.389739648,1509,44981.219845438,7216,1701,5787,20.46,0.7
2024/11/25,83482.430160601,78850.379693614,1147,71202.520312268,7025,1243,5728,28.34,0.85
2024/11/26,58479.650068119,82884.42987266,1143,52048.769957649,6432,1212,5443,25.97,0.7
2024/11/27,77991.500418700,81739.719948653,1195,54755.299998807,5903,1377,5663,28.21,0.65
2024/11/28,82625.490016613,105031.239647074,1414,54974.069817081,6753,1650,6760,27.76,0.89
2024/11/29,111470.580290033,86274.029805370,1359,50438.599939035,9386,2331,7383,26.78,1.16
2024/11/30,120159.260570738,88042.149685623,2101,66790.599935735,12815,3250,8290,25.11,0.7
2024/12/1,307647.802479608,108774.349503035,2340,97538.219801148,14596,5041,11030,37.75,0.99
2024/12/2,227267.011475245,106975.589706074,1429,72519.689929258,10999,3297,8296,40.29,1
2024/12/3,154789.710645236,94060.839793179,1376,56625.259911703,9602,2286,7256,34.3,0.95
2024/12/4,151529.070492737,102988.080040816,1409,68608.550001981,17031,2327,7287,34.93,0.92
2024/12/5,139756.560736815,89457.290022202,1359,58417.190048208,20906,5619,11249,20.38,0.7
2024/12/6,141376.93087627,85709.620051699,1211,54788.060028968,14058,2620,7390,30.73,0.8
2024/12/7,177127.962088559,69542.710045002,1548,52801.250211446,15786,3733,8348,29.55,0.79
2024/12/8,73401.900703127,64121.310030973,1412,41371.050067026,12643,2261,6626,20.76,0.56
2024/12/9,171852.290171074,114892.449955503,1152,75818.620119710,10436,1779,6951,41.25,1.06
2024/12/10,139229.590198126,113493.08015232,1194,54562.550011821,8649,1562,6421,39.36,1.09
2024/12/11,136659.800005363,96355.049926933,1131,56501.049912307,8700,1730,6499,35.85,0.81
2024/12/12,150384.690386726,106673.859991176,1137,64731.930182466,29879,1585,6548,39.26,0.87
2024/12/13,127178.940210717,71708.940070180,894,97754.870035172,12141,977,4336,45.87,1.02
2024/12/14,52945.760172116,65520.109884340,1418,45908.109999845,15024,1951,5596,21.17,0.47
2024/12/15,38727.789831039,53253.289998788,1409,33090.439979512,13535,1694,5536,16.62,0.43
2024/12/16,227228.559758913,111793.439825939,1236,72493.049787147,11888,2204,7275,46.6,0.95
2024/12/17,289598.720383693,94516.569927592,1160,61576.069959916,11523,2157,6824,56.29,1.36
2024/12/18,594260.979979174,130752.399948929,1364,127765.949991677,13137,5602,10588,68.48,1.24
2024/12/19,155708.25872683,97855.859909549,1108,54045.839756275,7707,1646,6011,42.18,0.9
2024/12/20,208348.817515893,102650.679914732,1120,67180.889741514,9330,2028,6052,51.39,0.85
2024/12/21,245258.006576795,109138.259636331,1328,73996.359636664,11833,2631,6763,52.4,1.09
2024/12/22,460117.707529135,109247.829155911,1362,88592.718654947,27755,3965,8431,67.53,1.02
2024/12/23,374263.069754548,124840.849386184,1196,83038.189011035,31217,2902,7435,67.13,0.97
2024/12/24,462475.810910368,129523.249337353,1201,103469.399040852,25013,2916,7558,78.33,1.03
2024/12/25,313382.335068747,139106.509742588,1192,102225.559594084,15214,2183,6851,66.05,0.96
2024/12/26,141030.648209536,103851.95974792,1110,66931.819718834,36019,1283,5388,45.45,0.68
2024/12/27,227780.615948953,114603.459558249,1047,87453.289402980,110185,1660,5527,61.95,0.81
2024/12/28,127878.168448994,109618.959800629,1437,57776.739716250,33808,1885,6274,37.85,0.45
2024/12/29,126890.067871869,101452.859716196,1238,64073.279852271,33999,1678,5591,40.84,0.65
2024/12/30,134537.408979919,153959.139718262,1054,128445.129793163,49324,1217,4981,57.92,0.85
2024/12/31,141770.228577921,136404.089843273,1066,97086.439878583,34674,1588,4972,55.95,0.58
2025/1/1,162797.399308432,99548.369900364,1628,59671.459931711,47286,2883,6639,39.52,0.78
2025/1/2,278612.608226368,112011.409705767,958,116404.419662545,29697,1904,5438,71.83,1
2025/1/3,276012.996529469,112672.229874372,955,87745.869582891,37518,2148,5608,69.31,1.03
2025/1/4,353847.80363287,130140.639579892,1301,91896.289291997,38532,3294,6938,69.76,0.75
2025/1/5,243944.745311407,99991.229637155,1278,65856.629585413,22799,2913,6664,51.61,0.81
2025/1/6,743515.306491548,449446.919399738,1853,271908.979657112,35344,4101,11590,102.93,1.27
2025/1/7,549436.525753815,236692.459429283,1315,196393.309292601,30614,2939,8383,93.78,1.13
2025/1/8,660396.835843747,267596.299610257,1383,218056.949762234,34151,3389,9513,97.55,1.17
2025/1/9,605517.980859363,233373.339446811,1327,190397.638951872,34565,3493,8641,97.08,1.1
2025/1/10,564633.775541998,252282.029325128,1177,198836.029397167,21730,2748,7492,109.04,1.18
2025/1/11,430266.255307984,208053.329447398,1476,144128.74943368,21940,2899,7833,81.49,0.98
2025/1/12,341933.198295305,178461.559744358,1412,116777.280002901,19965,2677,7643,68.09,0.87
2025/1/13,1009440.47648031,232012.930089602,1774,304685.589805054,25756,7370,12533,99.05,1.14
2025/1/14,1282612.02521525,276537.028847098,1599,312035.707475452,32093,7473,13265,117.54,1.15
2025/1/15,795372.12278909,290928.129591851,1411,235031.929392595,24149,4582,10484,103.62,1.1
2025/1/16,494975.017203929,260535.379628852,1355,210615.679909175,20943,2787,8282,91.22,1.06
2025/1/17,512074.535832401,244916.01965929,1288,238384.589619495,21762,2673,7793,97.14,1.06
2025/1/18,407902.66682446,238093.519830713,1453,147540.369863212,24162,2863,8212,78.66,0.87
2025/1/19,385301.387632677,208086.139814198,1262,120737.229832649,23861,2580,7344,80.8,0.89
2025/1/20,437312.647641417,221964.209528625,1262,161564.619604129,25808,2879,7720,85.4,0.91
2025/1/21,378872.437539671,201613.959381489,1060,120785.709649848,25772,2480,6540,88.76,0.91
2025/1/22,335387.296457557,168906.21939511,941,117765.889550218,28149,2141,5521,91.34,0.89
2025/1/23,237608.146771418,113244.019763805,808,77038.819633722,27573,1736,4409,79.58,0.86
2025/1/24,161849.197480459,85540.349715710,597,54233.139765024,30387,1288,3285,75.31,0.85
2025/1/25,48323.309813440,41885.720014811,518,24341.409981668,34334,719,2148,42,0.81
2025/1/26,35612.090004206,30809.339949846,511,25225.340021849,39129,701,1902,34.92,0.89
2025/1/27,22254.119972467,28148.430028558,471,17770.619994998,46008,681,1654,30.47,0.89
2025/1/28,17023.120000491,28989.469997406,457,25349.399985313,64431,578,1465,31.41,0.87
2025/1/29,24888.629966855,16839.140003324,1000,15095.580006778,48766,1582,3008,13.87,0.45
2025/1/30,22347.369966388,14392.570025563,780,13116.610003471,62474,1171,2336,15.73,0.64
2025/1/31,21694.419964671,40960.020021319,648,36939.930003405,63375,1131,2111,29.68,1.16
2025/2/1,36098.309957385,18090.380007267,756,15168.770004392,62949,1438,2653,20.43,0.91
2025/2/2,42566.109963197,18733.470004559,883,15503.899980564,61270,1617,3034,20.2,0.91
2025/2/3,41571.119961876,28198.420003176,940,23277.760010976,57607,1587,3156,22.11,1.29
2025/2/4,41621.130069613,32597.319997191,1037,21590.409995556,53491,1715,3525,21.05,1.02
2025/2/5,49511.459986567,49898.769935608,709,21084.830035448,45880,1264,2897,34.31,1.23
2025/2/6,63058.870002000,51199.570078611,716,28088.090019373,39952,1274,3104,36.81,1.15
2025/2/7,65209.24992566,45388.799859714,627,31094.069969522,34310,1047,2921,37.86,1.13
2025/2/8,65580.779988147,52074.900039099,795,29434.109998364,31482,1288,3309,35.56,1.13
2025/2/9,59202.799977330,39382.930058427,863,25248.220035324,30992,1471,3616,27.26,0.94
2025/2/10,61454.959956106,49274.700060984,858,27127.020007180,25248,1359,3604,30.72,0.36
2025/2/11,74584.119890608,57865.050004644,756,44202.199987957,25013,1264,3371,39.29,1.25
2025/2/12,62628.170029037,55456.059933232,705,30957.230001954,26476,1236,3257,36.26,1.12
2025/2/13,92648.250121687,58692.870071618,679,33917.760027703,20405,1393,3626,41.74,1.22
2025/2/14,114958.350413615,61234.110044388,700,35854.489998002,17440,1650,3994,44.11,0.75
2025/2/15,78548.810372362,50522.609990712,1102,33114.620035786,19812,1655,4467,28.89,1.02
2025/2/16,107934.8605705,50338.479998168,1044,29091.499987016,19282,1824,4791,33.04,1.08
2025/2/17,72502.430237520,59799.699973680,597,31582.270007312,12838,962,3205,41.28,1.16
2019/8/21,,,,,1,1,,,
2019/8/28,,,,,1444,1,,,
2019/8/29,,,,,1837,1,,,
2019/8/30,,,,,212,1,,,
2019/9/2,,,,,2170,1,,,
2019/9/3,,,,,300,1,,,
2019/9/4,,,,,2670,1,,,
2019/9/5,,,,,5,1,,,
2019/9/6,,,,,2,1,,,
2019/9/7,,,,,2,1,,,
2019/9/8,,,,,16,1,,,
2019/9/9,,,,,88,1,,,
2019/9/10,,,,,65,1,,,
2019/9/11,,,,,15,1,,,
2019/9/12,,,,,9,1,,,
2019/9/13,,,,,10,1,,,
2019/9/14,,,,,6,1,,,
2019/9/15,,,,,9,1,,,
2019/9/16,,,,,13,1,,,
2019/9/17,,,,,44,1,,,
2019/9/18,,,,,16,1,,,
2019/9/19,,,,,22,1,,,
2019/9/20,,,,,7,1,,,
2019/9/21,,,,,3,1,,,
2019/9/22,,,,,29,1,,,
2019/9/23,,,,,20,1,,,
2019/9/24,,,,,12,1,,,
2019/9/25,,,,,7,1,,,
2019/9/26,,,,,8,1,,,
2019/9/27,,,,,20,1,,,
2019/9/28,,,,,39,1,,,
2019/9/29,,,,,30,1,,,
2019/9/30,,,,,31,1,,,
2019/10/1,,,,,34,1,,,
2019/10/2,,,,,38,1,,,
2019/10/3,,,,,25,1,,,
2019/10/4,,,,,27,1,,,
2019/10/5,,,,,26,1,,,
2019/10/6,,,,,38,1,,,
2019/10/7,,,,,43,1,,,
2019/10/8,,,,,39,1,,,
2019/10/9,,,,,36,1,,,
2019/10/10,,,,,43,1,,,
2019/10/11,,,,,19691,1,,,
2019/10/12,,,,,218000,1,,,
2019/10/13,,,,,175703,1,,,
2019/10/14,,,,,56,1,,,
2019/10/15,,,,,51,1,,,
2019/10/16,,,,,30,1,,,
2019/10/17,,,,,27,1,,,
2019/10/18,,,,,18,1,,,
2019/10/19,,,,,26,1,,,
2019/10/20,,,,,106,1,,,
2019/10/21,,,,,92,1,,,
2019/10/22,,,,,2144,1,,,
2019/10/23,,,,,59,1,,,
2019/10/24,,,,,49,1,,,
2019/10/25,,,,,28,1,,,
2019/10/26,,,,,31,1,,,
2019/10/27,,,,,46,1,,,
2019/10/28,,,,,44,1,,,
2019/10/29,,,,,36,1,,,
2019/10/30,,,,,32,1,,,
2019/10/31,,,,,1743,1,,,
2019/11/1,,,,,12492,1,,,
2019/11/2,,,,,4031,1,,,
2019/11/3,,,,,3609,1,,,
2019/11/4,,,,,3474,1,,,
2019/11/5,,,,,3375,1,,,
2019/11/6,,,,,3338,1,,,
2019/11/7,,,,,1467,1,,,
2019/11/8,,,,,1233,1,,,
2019/11/9,,,,,1068,1,,,
2019/11/10,,,,,1252,1,,,
2019/11/11,,,,,873,1,,,
2019/11/12,,,,,758,1,,,
2019/11/13,,,,,1366,1,,,
2019/11/14,,,,,2987,1,,,
2019/11/15,,,,,2681,1,,,
2019/11/16,,,,,2078,1,,,
2019/11/17,,,,,1993,1,,,
2019/11/18,,,,,1618,1,,,
2019/11/19,,,,,1674,1,,,
2019/11/20,,,,,1439,1,,,
2019/11/21,,,,,1630,1,,,
2019/11/22,,,,,41484,1,,,
2019/11/23,,,,,2152,1,,,
2019/11/24,,,,,2198,1,,,
2019/11/25,,,,,1638,1,,,
2019/11/26,,,,,1834,1,,,
2019/11/27,,,,,1943,1,,,
2019/11/28,,,,,1964,1,,,
2019/11/29,,,,,2059,1,,,
2019/11/30,,,,,2578,1,,,
2019/12/1,,,,,2258,1,,,
2019/12/2,,,,,2020,1,,,
2019/12/3,,,,,34419,1,,,
2019/12/4,,,,,334559,1,,,
2019/12/5,,,,,781581,1,,,
2019/12/6,,,,,1347030,1,,,
2022/12/11,108977.069899213,31931.809960589,117,27485.529987143,7386,413,1475,95.53,1.1
2022/12/12,153518.329850482,41072.659987221,171,53386.719966467,8262,543,1747,111.39,1.12
2022/12/13,24678.299991608,6347.140002975,26,6083.620000839,13732,138,304,102.06,0.94
2022/12/14,94459.841596145,14459.119989395,75,16759.029958267,8885,294,710,153.41,1.61
2022/12/15,146745.190357815,15266.570007702,118,24043.690064926,9015,1384,2063,78.53,0.96
2022/12/16,121155.269922504,19174.610013733,89,60413.799941787,5991,310,784,178.99,1.85
2022/12/17,67234.510077972,14075.820024751,89,21044.250036258,6578,366,790,102.92,0.97
2022/12/18,67598.490072250,10615.370038986,85,18317.100017548,6507,415,761,102.78,0.86
2022/12/19,72200.380170593,11128.969966888,65,15283.590066681,16397,520,817,101.99,0.82
2022/12/20,127437.350080013,13995.380028725,138,31694.530046463,12253,794,1282,110.32,0.93
2022/12/21,150580.550286064,23026.160043487,139,39051.260059852,13774,872,1618,107.3,1.02
2022/12/22,131541.700280666,18627.590044498,122,35358.050016403,13819,784,1412,106.35,1.02
2022/12/23,122399.490332622,27777.020009995,109,42527.120071430,11631,628,1186,126.62,1.13
2022/12/24,119634.970300674,19949.850042343,140,36208.540065765,11146,695,1276,109.39,0.97
2022/12/25,131853.270368576,28827.109979630,152,41908.820016861,11072,816,1524,105.43,0.95
2022/12/26,126416.790350227,20887.740047455,130,26594.330123901,13069,775,1492,98.73,0.98
2022/12/27,99002.200249214,11934.099992752,118,26084.930028686,16327,745,1122,98.87,0.77
2022/12/28,205908.170191288,18932.550023079,144,63882.010105133,14541,959,1361,165.2,1.23
2022/12/29,611321.169550475,105955.989891777,605,222315.719753074,17281,2732,5462,131.32,1.31
2022/12/30,292271.629515437,64842.179941177,297,118121.229467887,16211,900,2512,142.16,1.23
2022/12/31,190911.550041795,43710.230010033,218,78692.800042152,18094,542,1709,137.29,1.36
2023/1/1,194646.570023078,44168.050010443,1067,82176.810011405,24602,2168,4177,57.17,0.5
2023/1/2,190970.819868445,49731.560024738,945,97440.799999356,18638,1851,3900,61.72,0.56
2023/1/3,183123.840025444,58984.440000772,1063,87065.739978690,20487,2021,4298,56.33,0.5
2023/1/4,283713.819822202,96648.159981737,1486,155351.849998493,20953,2889,6022,63.16,0.5
2023/1/5,228163.260082612,63728.50999856,1587,121867.790095568,22053,3103,5802,50.31,0.38
2023/1/6,292241.730004072,71680.190051794,1951,172189.259995461,20762,3682,6805,53.48,0.39
2023/1/7,272102.589735279,68892.759844065,2604,142095.189546475,20871,4761,8050,42.36,0.33
